Repo Id,Commit Id,Date,Message
639551572,be3c598422df9a9ab162fd70ddf653d9c6938486,2023-05-11T17:43:09Z,Update app.py
639551572,b1941bf434c9e538e98be8d5bbb2f10308f7eea7,2023-05-11T17:41:51Z,Update 04_create_pos_view.py
639551572,5d4e86536c46ee24814bab859a28bdd238fcbb6b,2023-05-11T17:41:30Z,Update 03_load_weather.sql
639551572,0be72c58baf004744ede9993ba4a19331f62ff31,2023-05-11T17:40:59Z,Update 02_load_raw.py
639551572,6c68b733195fa10f06af1114f93956e7a53c3307,2023-05-11T17:40:32Z,Update 01_setup_snowflake.sql
639551572,dce6be082a5d6fef7908ce1c2adaeb12734e8bda,2023-05-01T23:15:36Z,Reset udf
639551572,6e169573790cefef35bd7e0f8ded7f92ee85b8ab,2023-05-01T23:09:47Z,vhol udf change
639551572,07ca0a833ee9a8ed3d30cfe704ab40a24644bef9,2023-02-11T02:52:22Z,Updates to conda definition for macs
639551572,bf9d48da6c1cc1ccffd63ecec31bbaaca03436e2,2023-02-11T02:51:17Z,Bug fix when creating orders_stream
639551572,ad3e9e5c8aa89c2e98af77d2bf21bc6a5fda4c32,2023-02-06T17:04:17Z,capitalization fix
639551572,dce3a411f53156e0996547417364241b8408ba2e,2023-02-03T18:25:33Z,Fix to default warehouse timeout
639551572,e3b5233d8b2288d39fe6a3d7bba2b67bc23d2d23,2023-02-03T18:02:54Z,Updates to SnowSQL config values
639551572,55b30439a326df9c7d35314a66bd6ec208b717a5,2023-02-02T17:49:38Z,Added wait_for_completion to warehouse alters
639551572,4b51a1739e885e21a678775fe367439b5e07cc8e,2023-01-30T19:59:53Z,Initial commit
639551572,41d455d005136390d84491aa934c8c0daa886ae9,2023-01-23T16:06:45Z,Initial commit
619930653,c8924227a72f6409ed88bcc3bfb96bdbf4457c0b,2023-03-27T17:42:31Z,Delete Practice_1.ipynb
619930653,aa9c14fa8764aa5c534d595b097431fe0063e429,2023-03-27T17:41:38Z,Delete .ipynb_checkpoints directory
619930653,207894772c8ae91c72a5a5e8c0c6edf2ba6f0dfa,2023-03-27T17:38:43Z,first commit
742164526,f35ed830c1345aa0151ed428ba596775c9d23f5a,2024-01-11T22:14:57Z,sales prediction
706811136,07417d96ba9666e106ffdc1f13f2b65f3f6ad5ba,2023-10-18T16:57:34Z,etl-dataflow
619922296,0c1c4253ebff9e59c802c42cad7f835ce76db05e,2023-04-15T17:39:17Z,context added
619922296,6a1da7483a687d6c46e3757820b2d6cae62d88ef,2023-04-15T17:33:59Z,test commit
619922296,6064a387d0ad2da876cb84e228dd5e8072d5ba04,2023-03-30T18:46:49Z,initial commit
619922296,4aec86858727825e465a3a30830444ca01006266,2023-03-30T18:42:52Z,test commit
619922296,0795774ed92f2efaa6ea2d56cbb81cb5cf4a2ca4,2023-03-30T18:34:21Z,Update README.md
619922296,3534b9c4070106bf164a47f8311a8a4557e3b481,2023-03-30T18:32:25Z,k-means clustering
619922296,7219c74a377abba6c7c2ada7a7c8cbdb65b076a6,2023-03-27T17:19:28Z,Update README.md
619922296,709e130479d149a8b884f43708602da9828a51be,2023-03-27T17:19:17Z,Update README.md
619922296,c136becdd2e42dc34cfc03cd0ee79aac05cf0207,2023-03-27T17:18:32Z,Initial commit
656320333,e4ab59fcf062bdffdc4c20400bba1473b3a3560c,2024-01-12T19:38:39Z,updated headings
656320333,40183fb06b71122f99827a53f51b01986ae4d52b,2024-01-12T19:35:32Z,updated url
656320333,5807374d758131ffa0db14f449667de6f1aeddd7,2024-01-12T19:34:56Z,updated url
656320333,8793dfd0c1e9d8e80c826c5c3e25bb3199aae90c,2024-01-12T19:33:45Z,updated headings
656320333,45c703e472abbe9c567371643a2450a644be102f,2024-01-12T19:15:36Z,updated skills
656320333,5bbfbe36f8c2980f4c5daae88441c4413f3bd39c,2024-01-12T19:12:22Z,updated posts
656320333,86183af857528a52df04d949fe6d21ef3e26d4ee,2024-01-12T19:06:22Z,updated styles
656320333,91ed58aa74fbb0a80828b260b369044473b7b590,2024-01-12T18:57:20Z,added skills
656320333,5531eed421ff5dcb57fb88d97e12253d0fc2bf7e,2024-01-12T18:50:28Z,added nav bar
656320333,4ff6ebebbd7d190bd2f1f2aa632559faf7242644,2024-01-12T18:41:38Z,updated styles
656320333,3c94e879623556787011fa8be080a01c90b3045a,2024-01-12T18:29:31Z,updated skills section
656320333,a5be3cc2b1c649263fa8fdb9e15142941ca9af84,2024-01-12T18:16:17Z,updated index file
656320333,1fabb6d192e0d9498cde35cd04a9a46bc2c3325b,2024-01-11T23:26:55Z,updated title
656320333,0084a00764c1bb7036c7e2c6b77fbf0f4b05d2ec,2024-01-11T23:25:04Z,updated header
656320333,8f2b07d773df3cfbd0ca4841254ad7ff6e00ad9a,2024-01-11T23:11:26Z,updated social
656320333,dc8aa5f34c0c8215c22d261a577d93f3fb9fca1e,2024-01-11T23:02:23Z,updated index file
656320333,5ee45cf26e76cd177beaeaefe3e0f84464e7fd9b,2024-01-11T23:00:35Z,updated about desc
656320333,4152ad98b226b2254730cb5209a0a1c068923e82,2024-01-11T22:55:01Z,Merge branch 'main' of https://github.com/BandhaviC/myportfolio
656320333,f47b3dfb0cfb1e3fea87a5b61002764c99604e22,2024-01-11T22:55:00Z,updated projects desc
656320333,b4fd0fadf9084297995272480da07fe2ef330a61,2024-01-11T22:48:10Z,Update README.txt
656320333,7cfe7f86fff70a8eaaaf716912416627ce1b6343,2024-01-11T22:47:58Z,Update README.txt
656320333,ea6bf3ceab1756b36831422ec9f63d29e571c8f0,2024-01-11T22:47:19Z,Update README.txt
656320333,22aa94703a42393c3a5f1b6e745e13f0af621a3f,2024-01-11T22:46:42Z,updated readme
656320333,c13b02bdb62c6dcf8430e162f805224c40a54de7,2024-01-11T22:30:30Z,Merge branch 'main' of https://github.com/BandhaviC/myportfolio
656320333,9ee11dd84405b0c11499c49166e45d39524d20cc,2024-01-11T22:30:29Z,updated projects
656320333,ce616fd628bc5e3199b711a74284322c3c5fe09f,2024-01-04T22:00:15Z,Update README.txt
656320333,a826a3e8f6c1e376947e5b17aa6edfac9cba10f4,2023-06-22T21:10:30Z,updated paragraph
656320333,ffe8880286bbb58957a6f093788d4e901c2f274b,2023-06-22T21:08:20Z,updated img
656320333,66636bce439246a22bf881f4ac908598dc050e98,2023-06-22T20:57:22Z,updated href
656320333,ea979e0059c6238c7fd9e85815ebcca5302a5cff,2023-06-20T19:37:50Z,updated code links
656320333,aa719c469e60ae7377e1b5680ce12a133adcfc9a,2023-06-20T19:36:00Z,updated code url
656320333,a3374e375e65937fff6182399df9d7d1da738c00,2023-06-20T19:10:38Z,updated index file
656320333,fe5831fb67b05c80359d3a8ee6eafa5bece7f2b7,2023-06-20T19:08:53Z,updated index file
656320333,f1c60ad038e745e11508c3226f27c34d8527f34e,2023-06-20T19:05:40Z,updated index
656320333,492e0fc1e2dd6fbf2c317009a9a93f0fd3038779,2023-06-20T19:01:14Z,updated index file
656320333,4ad1dbd12ca11305a1cbde150674c7c30bc7d2cf,2023-06-20T18:54:18Z,updated imgs
656320333,367f616477905a52685602187fa13951a8b90a3d,2023-06-20T18:20:39Z,updated readme file
656320333,f0c5e3eebaf89845d4c69447598de5a7bd93b0f6,2023-06-20T18:13:16Z,readme file updated
656320333,62dbbcd33f6377b56afad3243fd458a1cfa97d5d,2023-06-20T18:06:31Z,deleted readme
656320333,49f4d09ba434c072259c63e48d3586ed2ae003e1,2023-06-20T18:02:32Z,updated code
656320333,64dc53d3c25db6a031b144cd1542fccb8f87b747,2023-06-20T17:53:13Z,Initial commit
262502794,707d2224e4c164ef10542ff7d39b4d50801e43c8,2020-05-09T18:46:00Z,updated
262502794,61759eb26d99d151541a5ae5d9fda0fd7ad93373,2020-05-09T07:23:15Z,updates
262502794,6e27dcff034f59699f7bc47f670188fb2683ec7d,2020-05-09T06:14:29Z,working code
262502794,5c5155a116091a8316f2b135fa70d6aa6b8ded76,2020-05-09T05:45:18Z,Initial commit
738304793,7f0a1eb2ac4b645d0ff6d3067deccc83dcfd84a7,2024-01-02T23:26:51Z,updated header
738304793,08e506ebd7a60f434511983928f2458fba2ff9e2,2024-01-02T23:26:04Z,updated image
738304793,b7c0379f8bd59a4b97a47a09da6294c957776e35,2024-01-02T23:21:42Z,updated photojournals
738304793,afa3903b3791b91f78ab724c3b67e3c79ec9b353,2023-12-29T23:03:48Z,Initialize project using Create React App
630651381,06f73079047e0d2bc0119b451a6a6e65d250d82c,2023-04-20T21:12:02Z,removed cache
630651381,becaebd17325386d3c89e44c88543098b7df3c2c,2023-04-20T21:10:47Z,Merge branch 'main' of https://github.com/BandhaviC/Pytest-ETLPipelines
630651381,9ef55ddb3c1f0c86cb96ef5f2d4bbc29c4cbc81b,2023-04-20T21:09:16Z,updated folder
630651381,4183f050e6e85810ae086ac93480bac14ac84e40,2023-04-20T21:06:25Z,Update README.md
630651381,0792ba72be71fe0841ab6099949cef82ad97a7a7,2023-04-20T21:05:40Z,Create README.md
630651381,ec8d6eaddd8703f9cc32b18a4f3d47aca089cd45,2023-04-20T21:04:42Z,Include Data Qualtiy tests into ETL pipeline
740698707,4cd425734f2d256489066379c912f20b245c5d64,2024-01-09T19:37:24Z,updated images
740698707,57a76b6cc0ab8d579f8e5cfc74a809c46f3f72a8,2024-01-09T19:22:25Z,updated projects
740698707,9fad58faf4651d24ad19cbe2d488eb867ad1c6c4,2024-01-09T18:30:57Z,updated changes
740698707,e4d5e3df99b0d50f0af3508e8b7dde1abf4cfa2a,2024-01-08T22:51:35Z,updated path
740698707,a66d658069cfab71fa8b08e3dc293b7630904db0,2024-01-08T22:49:38Z,updated js
740698707,8271c1eb2422028bc8045a0369570508b88df7e5,2024-01-08T22:47:00Z,updated loc
740698707,77c9585d0efa201f9cfa20727b4bbd898d02a048,2024-01-08T22:40:36Z,updated path
740698707,13e1267b23d1772c9f8f4a7641fb864f86d5547d,2024-01-08T22:37:25Z,updated changes to index file
740698707,fa6899be1163ddc1d7e1be46d70f86dc64dd1260,2024-01-08T22:33:48Z,updated index file
740698707,e87b0155e7e03d66c3fcdd2419ad8ec4829c404a,2024-01-08T22:26:14Z,updated config
740698707,a0e073883119b4b45c81b9974a70c84d98ab73fa,2024-01-08T22:11:12Z,updated readme
740698707,e510250c6cca5b477d6ac46e8f39c4596fed2f77,2024-01-08T22:08:09Z,updated context
740698707,d25c1152eec95ee41983791d7c268494cf6c54ea,2024-01-08T22:02:52Z,initial commit
360699608,e920839edffd8aa2fb7f40ee92525ad49ff38638,2021-05-12T22:32:37Z,commit book appointment
360699608,b49891e74e398081e4fa77e34fb25eb86e9796b8,2021-05-11T02:41:33Z,commit new changes
360699608,6375516d1ce797251ea631a793aefbff4e8f501e,2021-04-30T01:46:44Z,commit new changes
360699608,1dae37529cd2fee56f137874878c45aad5c87f02,2021-04-22T23:12:54Z,my health page
360699608,5a9f80f42054aba0c6f58f5f17ce27843a31eb48,2021-04-22T22:31:14Z,notifications
360699608,e3a68aed0bcd8db5956d30c9c5d2db541d5edc3c,2021-04-22T22:16:44Z,commit notifications
360699608,8f44247b4d6ff07a81805e931186fe69a1e9edaf,2021-04-21T22:42:37Z,commit
360699608,9ac0251d153366e767ff9bc23fa5f7718d5031cf,2021-03-31T02:13:06Z,Initial commit
742166371,cd3e393a8f13255e52f1745088e5dd3e1030d1d2,2024-01-22T22:19:23Z,Update Spotify Analysis.ipynb
742166371,a7d4b41d5f7beb1af3e12ffd9dbde4041ee9b60f,2024-01-11T22:22:24Z,top songs analysis
742166371,1cf89449a1bfda2379d8e7357672fc8776c455c7,2024-01-11T22:22:07Z,top 100 songs analysis
745629449,2c9d4d481c32c66b4a6d512dbf070caba120ac87,2024-01-19T19:24:16Z,updated readme file
745629449,025532db57708ecb43ec269afd99bc00d20338a5,2024-01-19T19:16:22Z,updated eda
745629449,886c0e46cce553bc110365ad260ead587a91a11b,2024-01-19T18:50:46Z,updated schema
745629449,d334fa1283ccd7422de61dee3b665175a5696f11,2024-01-19T18:48:21Z,added readme file
745629449,911b57213a27ec1d8ef28dfb2f5966a80838f447,2024-01-19T18:44:32Z,initial commit with churn analysis
741597859,c51bbeca30f2431435dd874d7ac6f048fba3daa8,2024-01-10T20:18:56Z,updated config
741597859,76256f61d8ba0746f08f2db9be3eed0388e351a9,2024-01-10T18:15:28Z,updated Readme file
741597859,e3afc12e238dddfa9c4842df15037d574baaaf77,2024-01-10T18:13:59Z,initial commit Todo list
629116573,0c8e68d59fb6f8cc4e57aa97b23b4ed10909c73c,2023-04-17T16:54:32Z,Update README.md
629116573,5a356b063511ad18bca202fa3fedcbab119accab,2023-04-17T16:54:13Z,Update README.md
629116573,d6e605b0d36361645d26a8bce7a73866cdffac85,2023-04-17T16:53:53Z,Create README.md
629116573,c232e244aa93d975fbf566e3a57a0c708da50678,2023-04-17T16:48:06Z,code snippets
